PMID,Disease
36787863,breast cancer
36787863,tumor
36787863,cancer
36787754,lymphadenopathy
36787754,breast cancer
36787754,breast tumor
36787754,pain
36787754,tumor
36787754,cancer
36787754,siliconomas
36787754,node siliconomas
36787669,breast cancer
36787669,breast lesion segmentation
36787617,luminal breast cancers
36787617,breast cancer
36787617,tumors
36787613,cancer
36787613,tardia
36787613,breast cancer
36787512,cancer
36787512,ovarian cancer
36787512,breast cancer
36787512,ovarian
36787512,breast and ovarian cancer
36787508,cancer
36787508,malignancy
36787508,toxicities
36787508,cancers
36787483,breast cancer
36787483,cancer
36787427,breast cancer
36787313,depression
36787313,breast cancer
36787313,depressive disorder
36787313,cancer
36787313,depressive
36787313,inflammation
36787313,neurotoxicity
36787313,dysregulated hypothalamic-pituitary-adrenal axis
36787313,inflammation-related depression
36787313,breast carcinoma
36787313,organic illness
36787313,psychiatric
36787126,cancer
36787126,colorectal cancer
36787126,breast cancer
36787085,breast cancer
36787085,cancer
36787085,tumor
36787085,cancers
36786996,cancer
36786946,breast cancer
36786946,invasive neoplasms
36786856,breast cancer
36786674,osteolytic metastases
36786674,h-rise
36786674,pbs
36786674,cytotoxicity
36786674,breast cancer
36786671,deep inspiration breath hold
36786671,right breast cancer
36786671,cardiac substructures
36786671,left breast cancer
36786671,mhd
36786551,breast cancer
36786551,mtnbc
36786551,type of breast cancer
36786527,tumor
36786527,breast cancer
36786527,cancer
36786279,breast cancer
36786196,breast or lung cancer
36786196,breast cancer
36786196,overdose
36786196,overdosing
36786171,cancer
36786171,covid-19
36786171,death
36786171,coronavirus disease 2019
36786171,cancers
36785738,metastasis
36785738,breast cancer
36785738,malignant tumor
36785738,cold shock
36785738,tumor spheroid
36785715,breast cancer
36785715,malignancies
36785715,tumor
36785715,invasive breast cancer
36785707,clear cell renal cell carcinoma
36785707,kidney cancer
36785707,tumor
36785707,cancer
36785645,willingness
36785645,breast and cervical cancers
36785645,breast cancer
36785645,cancer
36785645,-cancers
36785571,breast cancer
36785489,"ovarian, tubal and peritoneal cancers"
36785489,ovarian
36785489,invasive epithelial cancers
36785489,cancer
36785489,ovarian cancer
36785489,familial cancer
36782375,breast cancers
36782375,cancer
36782375,tumours
36782375,breast cancer
36782375,bca tumours
36782375,kaohsiung veterans
36782310,breast carcinoma
36782310,breast cancer
36782310,cancer
36782225,breast cancer
36782225,thyroid cancer
36782225,cancer
36782224,glucose metabolism
36782224,invasive breast cancer
36782224,breast cancer
36782224,cancer
36782224,diabetes
36782224,obesity
36782224,tumor
36782224,bc carcinogenesis
36782197,breast cancer
36782197,mortality
36782197,tumors
36782134,colorectal cancer
36782134,breast cancer
36782134,cancer
36782134,tumour
36782089,breast cancer
36782089,malignancy
36782089,cancer
36782089,death
36782089,tumor
36781911,reflux esophagitis
36781911,diabetes
36781911,cardiovascular disease
36781911,sleep disturbance
36781911,depression
36781911,breast cancer
36781911,gastro-esophageal reflux disease
36781911,gerd
36781892,breast cancer
36781892,invasive breast cancer
36781869,breast cancer
36781869,cancer
36781869,aggressive tumors
36781846,breast cancer
36781846,catastrophic injury
36781846,hu toxicity
36781846,tumor cell death
36781812,breast cancer
36781812,cancer
36781812,invasive breast cancer
36781808,breast cancer
36781808,invasive breast cancer
36781808,malignancy
36781754,cytotoxicity
36781754,hyperthermia
36781754,breast cancer
36781754,tnbc
36781707,breast cancer
36781707,cardiotoxicity
36781707,qtc prolongation
36781707,cardiotoxic
36781543,breast cancer
36781543,anxiety
36781543,stress
36781543,depression
36781520,breast cancer
36781520,mortality
36781520,tumor
36781520,death
36781519,breast cancer
36781474,breast cancer
36781474,cancer
36781474,tumor
36781474,necrotic
36781387,anxiety
36781387,depression
36781387,cancer
36781387,melanoma
36781387,cancers
36781238,breast cancers
36781238,breast cancer
36781238,cancer
36781238,tumor
36781238,typecarcinoma
36781238,carcinoma
36781238,invasive micropapillary carcinoma
36781238,invasive papillary carcinoma
36781238,tumors
36781224,breast cancer
36781224,tumors
36781223,ductal carcinoma in situ
36781223,ductal carcinoma
36781219,breast cancer
36781219,breast cancers
36781219,breast malignancies
36781219,aggressiveness
36781219,carcinoma
36781147,breast cancer
36781147,cancer
36781147,tnbc
36781147,arrest
36781026,retinopathy
36781026,breast cancer
36781026,retinal/choroidal toxicity
36781026,tam retinopathy
36781026,retinal toxicity
36780963,breast cancer
36780963,cancer
36780963,tumors
36780963,tumor
36780963,cmd
36780963,tnbc
36780904,breast cancer
36780838,breast cancer
36780800,cancer
36780800,tumors
36780800,tumor
36780800,tumor immune dysfunction
36780734,febrile neutropenia
36780734,gastrointestinal cancer
36780734,lymphoma
36780734,neutropenia
36780734,tumor
36780734,lymphoid hemopathy
36780624,in breast cancer
36780624,breast cancer
36780614,malignant breast lesions
36780614,hyperplasia
36780614,lobular carcinoma
36780614,breast cancer
36780610,breast cancer
36780610,her2-low breast cancer
36780587,breast cancer
36780531,metastases
36780531,brain metastases
36780531,brain neoplasm
36780531,melanoma bmics
36780531,melanoma premetastatic bmics
36780467,breast cancer
36780467,congress and breast cancer congress
36780460,breast cancer
36780460,antonio breast cancer symposium
36780448,breast cancer
36780448,cancer
36780448,cancers
36780426,breast cancers
36780426,breast cancer
36780426,cancer
36780426,low toxicity
36780418,cancer
36780418,breast cancer
36780335,breast cancer
36780270,cancer
36780270,mitochondria-targeted piezodynamic cancer
36780270,breast cancer
36780270,tumor
36780270,tumors
36780270,toxicity
36780234,breast cancer
36780234,breast carcinogenesis
36780234,cancerous
36780234,cancer
36780232,breast cancer
36780214,cancer
36780214,developmental disabilities
36780214,idd
36780214,idds
36780065,breast tumours
36780065,cardiotoxicities
36780065,hd
36779982,cancer
36779982,invasive malignancy
36779982,breast cancer
36779982,leukemia/lymphoma
36779982,tumors
36779961,neck cancer
36779961,tumoral
36779961,toxicity
36779863,cancer
36779863,lung cancer
36779863,colorectal cancer
36779863,melanoma
36779863,hypertension
36779863,pulmonary diseases
36779863,diabetes
36779764,breast cancer
36779764,cancer
36779542,cancer
36779542,breast cancer
36779378,breast cancer
36779378,cancer
36779378,toxicity
36779378,tumor
36779309,breast cancer
36779309,cancer
36779309,colorectal
36779309,breast cancer os
36779309,colorectal cancer
36779253,breast cancer
36779121,breast cancer
36779121,malignancy
36779121,breast reduction or mastopexy
36779121,bilateral breast reduction or mastopexy
36779121,tumour
36779121,invasive tumours
36779121,carcinoma
36779118,malignant gastrointestinal stromal tumor
36779118,primary breast cancer
36779118,gastrointestinal stromal tumors
36779118,mesenchymal tumors
36779118,epithelial tumors
36779118,tumors
36779118,gastrointestinal stromal tumor
36779118,primary cancers
36779118,breast cancer
36779118,axillary lymphadenopathy
36779118,metastases
36779118,axillary metastases
36779038,breast cancer
36779038,mortality
36779038,dm
36778984,spinal tumors
36778984,cancers
36778984,breast cancers
36778984,tumor
36778984,prostate cancers
36778924,breast cancer
36778795,breast cancer
36778795,postoperative pain
36778795,nausea
36778795,vomiting
36778795,nausea vomiting
36778756,breast cancer
36778756,covid-19
36778735,cognitive decline in breast cancer
36778735,breast cancer
36778735,cognition impairment
36778735,cognition impairment of the breast cancer
36778653,pseudoangiomatous stromal hyperplasia
36778653,oval hypoechoic mass
36778653,fibroadenoma
36778653,tumor
36778653,angiosarcoma
36778652,cancer
36778652,invasive ductal cancers
36778652,carcinoma
36778385,breast cancer
36778385,cancer
36778385,joint pain
36778377,breast cancer
36778377,cancer
36778343,breast cancer
36778343,tumor
36778343,breast tumors
36778343,tumor-macrophage
36778343,tumors
36778271,breast cancer
36778271,tumors
36778271,breast cancers
36778271,tumor
36778271,hypoxia
36778271,inflammation
36778271,cancers
36778271,cancer
36778256,tumors
36778256,breast cancer metastases
36778256,breast tumor
36778256,breast tumors
36778247,stress
36778247,dependencies of cancer
36778247,cancer
36778247,breast cancer
36778247,tumor
36778229,pruritic
36778229,inflammatory skin disease
36778229,pn skin
36778229,pn lesional skin
36778229,pn lesional fbs
36778229,cancer
36778229,squamous cell carcinoma
36778229,malignancies
36778229,colorectal cancers
36778229,renal sclerosis
36778229,idiopathic pulmonary fibrosis
36778229,atopic dermatitis
36778229,ad
36778229,psoriasis
36778115,breast cancer
36778115,breast cancers
36778115,tumor
36778109,breast cancer
36778023,toxicity
36777516,breast cancer
36777516,tumor
36777516,cancer
36777514,breast cancer
36777514,tumor
36777514,tumors
36777514,epithelial tumor
36777514,cancer
36777514,immunodeficient
36777513,cancers
36777513,malignancies
36777513,arrest
36777513,breast cancer
36777513,tumor
36777506,breast lymphoma
36777506,primary breast lymphoma
36777506,b-cell lymphoma
36777506,extranodal lymphoma
36777502,tumor
36777502,cancer
36777502,death
36777502,tumor cell death
36777502,ovcar-3 ovarian cancer
36777502,malignancies
36777384,breast cancer
36777384,toxicity
36777384,ii breast cancer
36777384,tumour
36777384,dermatitis
36777384,contracture
36777322,breast cancer
36777322,cancer death
36777322,mortality
36777322,cancer
36777282,cancer
36777282,cancers
36777282,death
36777230,cancer
36777230,fatigue
36777230,breast and lung cancer
36777188,breast cancer
36777188,cancer
36777188,negative-breast cancer
36777188,tnbc
36777188,tumors
36777188,tumor
36776843,sphingolipid metabolism
36776843,lung adenocarcinoma
36776843,tumors
36776843,tumor
36776716,hereditary diffuse gastric cancer
36776716,gastric cancer
36776716,lobular type breast cancer
36776716,epithelial neoplasms
36776716,colorectal cancer
36776716,hereditary gastric cancer
36776716,colorectal polyp
36776716,adenoma
36776716,sessile serrated lesion
36776716,polyps
36776716,colorectal polyps
36776542,breast cancer
36776542,invasive breast cancer
36776542,tumor
36776542,breast tumor
36776541,breast cancer
36776368,breast cancer
36776368,aggressiveness of tnbc
36776368,toxicity
36776368,cancer
36776368,glucose metabolism
36776368,tumors
36776368,tumor
36776368,malignant tumor
36776359,cancer
36776359,cancers
36776359,breast cancer
36776335,cancer
36776335,breast cancer
36776335,cardiorespiratory fitness
36776335,deficits
36776335,cancers
36776315,cancer
36776315,breast cancers
36776315,cancers
36776315,tumor
36776297,epithelial ovarian cancer
36776297,death
36776297,cancer
36776297,late-stage disease
36776291,cancer
36776291,cancer influence breast and colorectal cancer
36776291,cancers
36776291,colorectal cancer
36776291,breast cancer
36776291,colorectal
36775971,breast cancer
36775971,cancer
36775863,breast cancer
36775863,breast and ovarian cancer
36775838,pancreatic cancer
36775838,hepatotoxicity
36775838,colon cancer
36775838,cancer
36761830,cancer
36761830,cervical cancers
36761830,oral squamous cell carcinoma
36761830,oral cancers
36775765,breast cancer
36775657,breast cancer
36775657,tumor
36775657,breast and ovarian cancer
36775656,cancer
36775656,deaths
36775656,cancers
36775648,breast cancer
36775648,weight loss
36775648,cancer
36775648,fatigue
36775449,carcinoma
36775449,cancer
36775449,breast tumor
36775449,breast cancer
36775449,tumor
36775449,colonic
36775354,neck squamous cell carcinoma
36775354,bladder cancer
36775354,death
36775354,cancer
36775354,pd-1/pd-l1 blockade
36775354,tumors
36775354,neck squamous and bladder cancers
36775354,tumor
36775354,bladder cancers
36775354,non-small cell lung cancer
36775354,nsclc
36775350,breast cancer
36775350,low breast cancer
36775264,breast cancer
36775260,breast cancer
36775260,cancer
36775260,tnbc
36775221,breast cancer
36775221,eps
36775221,cytotoxicity
36775221,hemolysis
36775221,cancerous cell death
36775221,tumor
36775206,breast cancer
36775206,obesity
36775066,breast cancer
36775066,cancer
36775066,metastasis of breast cancer
36775066,breast cancers
36774875,cancer
36774875,hdf
36774758,cancers
36774758,lymphoblastic leukemia
36774758,cancer
36774758,pancreatic cancer
36774758,gastric cancer
36774758,breast and lung cancers
36774758,tumor
36774756,breast cancer
36774756,ebc
36774756,tumors
36774756,tumor
36774698,breast carcinoma
36774698,cancer
36774694,cancer
36774694,invasive breast cancer
36774644,cancer
36774644,breast cancer
36774644,anxiety
36774644,depression
36774555,tumors
36774555,cancer
36774555,malignancies
36774555,pancreatic cancer
36774555,tumor
36774447,cancer
36774447,anxiety
36774408,gastric cancer
36774408,cancer
36774408,tumor
36774386,breast cancer
36774386,aneuploidy
36774386,cancer
36774386,breast adenocarcinoma
36774357,breast cancer
36774357,breast tumor
36774357,malignant breast tumors
36774339,breast cancer malignancy
36774339,breast cancer
36774339,malignant tumor
36774339,cancer
36774194,breast cancer
36774194,cancer
36773967,breast cancer
36773967,breast lesions
36773967,breast lesion segmentation
36773967,cancer
36773860,cancer
36773860,tumor
36773860,cytotoxicity
36773860,toxicity
36773804,metabolites of prostate cancer
36773804,prostate cancer
36773804,breast cancer
36773796,breast cancer
36773796,neurodegenerative diseases
36773796,lysosomal storage disorders
36773796,tumor
36773796,breast tumor
36773567,tumor
36773567,cancer
36773567,bladder urothelial carcinoma
36773567,breast invasive carcinoma
36773567,lung squamous cell carcinoma
36773567,colon adenocarcinoma
36773567,prostate adenocarcinoma
36773567,glioma
36773567,skin cutaneous melanoma
36773567,pancreatic adenocarcinoma
36773567,rectum adenocarcinoma
36773567,stomach adenocarcinoma
36773567,liver hepatocellular carcinoma
36773567,lihc
36773567,cancers
36773531,breast cancers
36773531,invasive ductal carcinomas
36773531,cancers
36773531,luminal type cancers
36773531,high apt sis
36773530,cancer
36773471,ovarian cancer
36773471,breast cancer
36773404,breast cancer
36773404,li-fraumeni syndrome
36773404,cancer
36773404,li fraumeni syndrome
36773404,lfs
36773404,hereditary cancer
36773404,malignancies
36773403,breast cancer
36773403,mbc
36773403,cancer
36773403,tumor
36773184,breast cancer
36773184,cancer
36773184,cancer mortality
36773123,breast cancer
36773123,cancer
36773123,attachment anxiety
36773021,breast cancer
36773021,cognitive impairment
36773021,tumor
36773021,cognitive decline
36772982,cancer
36772982,catalonia
36772982,cataract
36772982,breast cancer
36772966,triple-negative breast cancer
36772966,breast cancer
36772966,brain metastases
36772966,erbeta+tnbc
36772947,breast cancer
36772945,cancer
36772945,tumor
36772945,cancer tumor
36772945,cafs across cancers
36772932,cancer
36772932,breast and endometrial cancer
36772881,qt prolongation
36772881,qtcspl
36772881,breast cancer
36772881,qtcf
36772881,qtcspl to address hr
36772832,breast cancer
36772832,cancer
36772804,cancer
36772804,colon
36772804,melanoma
36772804,glioblastoma
36772795,cancer
36772795,tumor
36772795,metastases
36772795,carcinomas
36772795,carcinoma
36772592,breast cancer
36772592,cancer
36772592,tumor
36772592,tcia breast cancer
36772536,breast cancer
36772536,cancer
36772536,metastasized alns
36772473,tumors
36772091,breast cancer hyperthermia
36772091,hyperthermia
36772091,breast cancer
36772091,tumor
36772091,tumors
36772091,malignant tumor
36771614,breast cancer
36771614,death
36771391,cancer
36771391,hepatocellular carcinoma
36771391,colon cancer
36771391,breast adenocarcinoma
36771385,cancer
36771385,adenocarcinoma-dominant cancers
36771385,leukemia
36771385,lung cancer
36771385,pancreatic cancer
36771385,cancers
36771385,breast and prostate cancer
36771385,bowel cancer
36771385,gastrointestinal adenocarcinomas
36771239,breast cancer
36771239,malignancy
36771239,obesity
36771239,toxicity
36771239,cytotoxicity
36771239,fatigue
36771239,nausea
36771239,headaches
36771239,tumor
36771230,breast cancer
36771230,tumor
36771230,cancer
36771161,breast cancer
36771161,mortality
36771161,cytotoxicity
36771161,cancer
36771126,novel prostate cancer
36771126,toxicity
36771126,cardiovascular disorders
36771126,hypercholesterolemic
36771126,breast and prostate cancers
36771126,cancer
36771126,ccd
36771126,death
36771106,cancer
36771106,toxicity
36771106,breast cancer
36771106,cytotoxicity
36771106,carcinoma
36771106,hepatic tumour
36771058,breast cancer
36771058,tumor
36771032,cytotoxicity
36771032,obesity
36771032,se
36771032,obesity-related diseases
36771032,hepatoma
36771032,leukemia cancers
36770957,cancer
36770957,breast cancer
36770951,cancer
36770951,es-2 ovarian and a-549 lung adenocarcinomas
36770951,hypoxia
36770881,breast cancer
36770864,casearia coriacea vent
36770864,leishmania mexicana mexicana and trypanosoma brucei brucei
36770864,malaria parasite
36770864,breast cancer
36770864,pulmonary adenocarcinoma
36770864,pancreatic carcinoma
36770864,toxicity
36770864,cytotoxicity
36770830,cancer
36770830,hyperthermophile archaeoglobus fulgidus ferritin
36770830,cytotoxicity
36770830,breast adenocarcinoma
36770785,cancer
36770785,breast cancer
36770781,breast cancer
36770781,malignancies
36770781,cancer
36770781,mortality
36770781,stemness of breast cancer
36770781,tumor
36770598,breast cancer
36770598,cancer
36770598,death
36770518,cytotoxicity of carbon nanotubes
36770518,breast cancer
36770518,cancer
36770518,death
36770518,cardiovascular diseases
36770518,invasive cancer
36770518,cytotoxicity
36770518,mcf-7 breast cancer
36770357,breast cancer
36770357,various diseases
36770357,cancer
36769814,paralysis
36769814,metastatic epidural spinal cord compression
36769814,tumor
36769814,fracture
36769814,fractures
36769814,spinal metastases
36769814,primary cancers
36769814,cancer
36769814,osteolytic metastases
36769814,spinal injury
36769814,sensorimotor impairments
36769814,spinal instability neoplastic
36769814,neurologic impairments
36769616,breast cancer
36769616,cancer
36769602,breast cancer
36769602,toxicity
36769602,tumor
36769602,tnbc fits
36769509,breast cancer
36769509,rotation compensation
36769287,breast cancer
36769287,metastases
36769287,tumor
36769287,cancer
36769280,breast cancer
36769280,tumor
36769280,luminal breast cancer mcf-7
36769280,breast cancer cell malignancy
36769274,cancer
36769274,colorectal and liver neoplasms
36769274,tumor
36769274,colorectal and liver cancers
36769251,metastasis in breast cancer
36769251,breast cancer
36769251,tumor
36769251,liver metastasis
36769251,lung metastases
36769251,liver metastases
36769251,metastases
36769215,breast cancer
36769215,tumor
36769210,aids
36769210,infection
36769210,cancer
36769210,breast to leukemia
36769210,pancreatic cancer
36769210,death
36769210,arrest
36769210,tumors
36769184,breast cancer
36769184,ductal breast cancer
36769184,invasive ductal carcinoma
36769184,mastopathy
36769184,cancer
36769184,stroma of breast cancer
36769184,tumor
36769177,cancer
36769177,carcinogenesis
36769177,cancers
36769177,cancer diseases
36769177,carcinogenesis of human breast cancer
36769125,aggressiveness of breast cancer
36769125,breast cancer
36769125,cancer
36769125,aggressiveness of cslc
36769029,cancer
36769029,mortality
36769029,metabolic diseases
36769029,parkinson's disease
36769029,type 2 diabetes
36769029,cancers
36769029,breast and colon cancer
36769029,inflammatory diseases
36768939,tumor
36768939,neoplasm
36768939,malignancy of tumors
36768939,cancer
36768939,malignancy
36768939,tumors
36768939,malignant cmts
36768923,malignancies
36768923,tumor
36768923,actual tumor
36768923,cancer
36768923,glioblastoma multiforme
36768923,metastases
36768923,tumors
36768923,breast or lung cancer
36768866,breast cancer
36768866,malignancy
36768848,breast cancer
36768848,tumour
36768848,tumours
36768848,cancer
36768848,stress
36768838,luminal versus basal breast cancer
36768838,cancer
36768838,breast cancer
36768838,arrest
36768838,tumor
36768838,basal breast cancers
36768830,tumor
36768830,breast cancer
36768830,cancer
36768815,hypoxia
36768815,cancer
36768815,tumors
36768815,increase tumor aggressiveness
36768815,tumor
36768815,primary breast cancer
36768694,cancer
36768694,cancers
36768694,lung cancer
36768694,apoptosis of ovarian
36768694,colorectal and ovarian cancer
36768694,aml
36768694,cholangiocarcinoma
36768694,colorectal cancer
36768694,clear cell renal cell carcinoma
36768694,hepatocellular carcinoma
36768694,pancreatic ductal adenocarcinoma
36768694,prostate cancer
36768694,ovarian cancer
36768694,brain tumour cancer
36768647,infection
36768647,rupture
36768623,cancer
36768623,tumor
36768623,cancers
36768623,endometrial cancer
36768623,ovarian cancer
36768623,breast cancer
36768623,vaginal small cell carcinoma
36768568,toxicity
36768568,low toxicity
36768568,cytotoxicity
36768568,breast carcinoma
36768568,human ovarian carcinoma
36768568,lung carcinoma
36768478,breast cancer
36768478,malignancies
36768478,tumors
36768478,solid tumors
36768478,breast carcinoma
36768478,cancer
36768478,tumor
36768470,breast cancer
36768470,tumor
36768470,malignancies
36768470,cancer
36768435,breast cancer
36768435,cancer
36768435,tumors
36768435,tumor
36768435,aggressiveness
36768435,inflammation
36768435,tnbc tumors
36768427,sphingolipid metabolism in breast cancer
36768427,breast cancer
36768427,cancer
36768427,death
36768427,sphingolipid metabolism
36768427,sphingolipid metabolites
36768363,cytotoxicity
36768363,stress
36768363,breast cancer
36768363,cancers
36768363,cancer
36768363,deltapsim
36768298,breast and prostate cancer
36768298,cancer
36768298,breast cancer
36768298,prostate cancer
36768298,cancers
36768191,breast cancer
36768191,cancer
36768191,breast carcinomas
36768191,tumors
36768191,tumor
36768147,breast cancer
36768147,cancer
36768147,breast tumors
36768046,covid-19
36767928,cancer
36767461,breast cancer
36767461,analgesia nociception
36767461,postoperative pain
36767461,pain
36767318,covid-19
36767318,deaths
36767318,death
36767318,diabetes
36767318,cardiovascular diseases
36767318,neurodegenerative diseases
36767318,breast cancer
36767117,covid-19
36767117,breast cancer
36767078,breast cancer
36767078,covid-19
36767078,cancer
36767073,cancer
36767073,anxiety
36767073,dry mouth
36767073,lung cancer
36767073,breast cancer
36767056,cancer
36767056,breast and ovarian cancer
36767056,anxiety
36767056,depression
36767056,traumatic stress
36767006,cancer
36766992,breast cancer tumor
36766992,tumor
36766992,breast cancers
36766992,breast cancer
36766992,progressive disease
36766992,pd
36766923,cancer
36766923,breast cancer
36766907,breast cancer
36766896,breast cancer
36766896,diabetes
36766896,obesity
36766896,polycystic ovary syndrome
36766896,pcos
36766896,diabetics
36766896,type 2 diabetes
36766893,cancer
36766893,papillomavirus (hpv) infection
36766858,covid-19
36766858,cancer
36766793,cancer
36766793,tumor
36766793,breast cancer
36766786,cancer
36766786,breast cancer
36766786,aggressive breast cancer
36766786,tumor
36766786,prostate cancer
36766786,tumors
36766734,cytotoxicity
36766734,leukemia
36766734,epidermoid carcinoma
36766734,necrotic cell death
36766731,tumor
36766731,breast cancer
36766731,cancer
36766731,breast tumors
36766710,breast cancer
36766710,cancer
36766681,skin cancer
36766681,breast cancer
36766645,breast lesions
36766645,malignancy
36766645,cancer
36766645,benign breast lesions
36766645,breast tumors
36766641,breast cancer
36766641,cancer
36766641,enthusiasm
36766641,tedious breast cancer
36766617,breast cancer
36766575,aggressive breast cancer
36766575,breast cancer
36766575,tumor
36766575,tumor aggressiveness
36766575,breast tumor
36766541,classifying breast cancer metastasis
36766541,tumor
36766541,breast cancer
36766541,tumors
36766541,metastases
36766517,cad
36766517,breast cancer
36766517,brightness error
36766486,breast cancer
36766486,tnbc
36766486,breast carcinomas
36766486,tumor
36766486,tnbc lesions
36766484,pelvic lesions
36766484,carcinomas
36766484,ovarian tumours
36766484,carcinomatosis
36766484,breast carcinoma metastasis
